NAME,age.group,pop,pop.pct
"Lake of the Pines CDP, California",age.0.17,795,0.19216823785351705
"Lake of the Pines CDP, California",age.18.64,2246,0.5429054870679236
"Lake of the Pines CDP, California",age.65.99,1096,0.26492627507855937
"Truckee town, California",age.0.17,3780,0.23081150393845026
"Truckee town, California",age.18.64,10810,0.6600720522684252
"Truckee town, California",age.65.99,1787,0.1091164437931245
"Dillon Beach CDP, California",age.0.17,75,0.3424657534246575
"Dillon Beach CDP, California",age.18.64,116,0.5296803652968036
"Dillon Beach CDP, California",age.65.99,28,0.1278538812785388
"Romoland CDP, California",age.0.17,558,0.25056129321957793
"Romoland CDP, California",age.18.64,1398,0.6277503367759317
"Romoland CDP, California",age.65.99,271,0.12168837000449034
"Indio city, California",age.0.17,20843,0.23607162677962645
"Indio city, California",age.18.64,51331,0.5813842860540712
"Indio city, California",age.65.99,16117,0.18254408716630235
"Murrieta city, California",age.0.17,32062,0.28773995530706203
"Murrieta city, California",age.18.64,65942,0.5917955253215109
"Murrieta city, California",age.65.99,13423,0.12046451937142703
"Thousand Palms CDP, California",age.0.17,1729,0.22126951625287944
"Thousand Palms CDP, California",age.18.64,4269,0.5463271051958024
"Thousand Palms CDP, California",age.65.99,1816,0.23240337855131815
"Calexico city, California",age.0.17,11472,0.2872740021034707
"Calexico city, California",age.18.64,22813,0.5712675915260179
"Calexico city, California",age.65.99,5649,0.14145840637051135
"Desert Shores CDP, California",age.0.17,110,0.1777059773828756
"Desert Shores CDP, California",age.18.64,380,0.6138933764135702
"Desert Shores CDP, California",age.65.99,129,0.2084006462035541
"Ocotillo CDP, California",age.0.17,7,0.1206896551724138
"Ocotillo CDP, California",age.18.64,23,0.39655172413793105
"Ocotillo CDP, California",age.65.99,28,0.4827586206896552
"Bolinas CDP, California",age.0.17,96,0.08913649025069638
"Bolinas CDP, California",age.18.64,487,0.4521819870009285
"Bolinas CDP, California",age.65.99,494,0.4586815227483751
"Corte Madera town, California",age.0.17,2582,0.2617068720859518
"Corte Madera town, California",age.18.64,5581,0.5656801135211839
"Corte Madera town, California",age.65.99,1703,0.1726130143928644
"Bodfish CDP, California",age.0.17,167,0.12066473988439307
"Bodfish CDP, California",age.18.64,733,0.5296242774566474
"Bodfish CDP, California",age.65.99,484,0.34971098265895956
"Delano city, California",age.0.17,14069,0.26689810862595564
"Delano city, California",age.18.64,34329,0.6512435262648683
"Delano city, California",age.65.99,4315,0.0818583651091761
"Channel Islands Beach CDP, California",age.0.17,498,0.1738826815642458
"Channel Islands Beach CDP, California",age.18.64,1907,0.6658519553072626
"Channel Islands Beach CDP, California",age.65.99,459,0.16026536312849163
"Torrance city, California",age.0.17,30531,0.20855647849609268
"Torrance city, California",age.18.64,91373,0.6241666211268375
"Torrance city, California",age.65.99,24488,0.1672769003770698
"Valinda CDP, California",age.0.17,5717,0.22600411132194814
"Valinda CDP, California",age.18.64,16797,0.6640180265654649
"Valinda CDP, California",age.65.99,2782,0.10997786211258698
"La Mirada city, California",age.0.17,9233,0.18852860701596766
"La Mirada city, California",age.18.64,31497,0.6431371748274595
"La Mirada city, California",age.65.99,8244,0.16833421815657287
"La Verne city, California",age.0.17,6809,0.21042709685394648
"La Verne city, California",age.18.64,19574,0.6049199579702083
"La Verne city, California",age.65.99,5975,0.18465294517584524
"Lawndale city, California",age.0.17,7757,0.23501075529433152
"Lawndale city, California",age.18.64,22123,0.6702517647771685
"Lawndale city, California",age.65.99,3127,0.09473747992850001
"Littlerock CDP, California",age.0.17,609,0.3448471121177803
"Littlerock CDP, California",age.18.64,1079,0.6109852774631936
"Littlerock CDP, California",age.65.99,78,0.044167610419026046
"Marina del Rey CDP, California",age.0.17,710,0.07266400573124553
"Marina del Rey CDP, California",age.18.64,8014,0.8201821717326784
"Marina del Rey CDP, California",age.65.99,1047,0.10715382253607614
"San Dimas city, California",age.0.17,6910,0.20181664184117526
"San Dimas city, California",age.18.64,20747,0.6059464353514997
"San Dimas city, California",age.65.99,6582,0.192236922807325
"Janesville CDP, California",age.0.17,237,0.18544600938967137
"Janesville CDP, California",age.18.64,777,0.607981220657277
"Janesville CDP, California",age.65.99,264,0.20657276995305165
"Jenner CDP, California",age.0.17,0,0
"Jenner CDP, California",age.18.64,25,0.78125
"Jenner CDP, California",age.65.99,7,0.21875
"Johnstonville CDP, California",age.0.17,327,0.2759493670886076
"Johnstonville CDP, California",age.18.64,676,0.570464135021097
"Johnstonville CDP, California",age.65.99,182,0.15358649789029535
"Junction City CDP, California",age.0.17,80,0.11627906976744186
"Junction City CDP, California",age.18.64,371,0.5392441860465116
"Junction City CDP, California",age.65.99,237,0.3444767441860465
"June Lake CDP, California",age.0.17,144,0.28346456692913385
"June Lake CDP, California",age.18.64,156,0.30708661417322836
"June Lake CDP, California",age.65.99,208,0.4094488188976378
"Kelly Ridge CDP, California",age.0.17,399,0.14893617021276595
"Kelly Ridge CDP, California",age.18.64,1178,0.4397163120567376
"Kelly Ridge CDP, California",age.65.99,1102,0.41134751773049644
"Kennedy Meadows CDP, California",age.0.17,0,0
"Kennedy Meadows CDP, California",age.18.64,20,1
"Kennedy Meadows CDP, California",age.65.99,0,0
"Contra Costa Centre CDP, California",age.0.17,698,0.1074342004001847
"Contra Costa Centre CDP, California",age.18.64,5104,0.7855933507772819
"Contra Costa Centre CDP, California",age.65.99,695,0.10697244882253348
"Eastvale city, California",age.0.17,18906,0.30823157311247695
"Eastvale city, California",age.18.64,37792,0.6161370787615957
"Eastvale city, California",age.65.99,4639,0.07563134812592726
"Whitewater CDP, California",age.0.17,345,0.35348360655737704
"Whitewater CDP, California",age.18.64,555,0.5686475409836066
"Whitewater CDP, California",age.65.99,76,0.0778688524590164
"Pleasure Point CDP, California",age.0.17,1036,0.16504699697307632
"Pleasure Point CDP, California",age.18.64,4242,0.6758005416600287
"Pleasure Point CDP, California",age.65.99,999,0.159152461366895
"Temescal Valley CDP, California",age.0.17,7199,0.26953461380059157
"Temescal Valley CDP, California",age.18.64,15898,0.5952300722602868
"Temescal Valley CDP, California",age.65.99,3612,0.13523531393912164
"Vincent CDP, California",age.0.17,4496,0.264346190028222
"Vincent CDP, California",age.18.64,10715,0.6299976481655691
"Vincent CDP, California",age.65.99,1797,0.10565616180620885
"East Whittier CDP, California",age.0.17,2101,0.2021942065248773
"East Whittier CDP, California",age.18.64,6769,0.6514291213550187
"East Whittier CDP, California",age.65.99,1521,0.14637667212010394
"Jurupa Valley city, California",age.0.17,28756,0.2770754644261158
"Jurupa Valley city, California",age.18.64,64617,0.622610421644955
"Jurupa Valley city, California",age.65.99,10411,0.10031411392892932
"Avila Beach CDP, California",age.0.17,26,0.0204241948153967
"Avila Beach CDP, California",age.18.64,704,0.5530243519245875
"Avila Beach CDP, California",age.65.99,543,0.4265514532600157
"Coulterville CDP, California",age.0.17,0,0
"Coulterville CDP, California",age.18.64,10,0.2631578947368421
"Coulterville CDP, California",age.65.99,28,0.7368421052631579
"University of California-Davis CDP, California",age.0.17,317,0.04295975064371866
"University of California-Davis CDP, California",age.18.64,7062,0.9570402493562813
"University of California-Davis CDP, California",age.65.99,0,0
"University of California-Merced CDP, California",age.0.17,0,NaN
"University of California-Merced CDP, California",age.18.64,0,NaN
"University of California-Merced CDP, California",age.65.99,0,NaN
"Fairhaven CDP, California",age.0.17,19,0.1310344827586207
"Fairhaven CDP, California",age.18.64,96,0.6620689655172414
"Fairhaven CDP, California",age.65.99,30,0.20689655172413793
"Fort Dick CDP, California",age.0.17,43,0.051807228915662654
"Fort Dick CDP, California",age.18.64,466,0.5614457831325301
"Fort Dick CDP, California",age.65.99,321,0.38674698795180723
"Hoopa CDP, California",age.0.17,1021,0.2857542681220263
"Hoopa CDP, California",age.18.64,2119,0.5930590540162328
"Hoopa CDP, California",age.65.99,433,0.12118667786174084
"Little Valley CDP, California",age.0.17,0,0
"Little Valley CDP, California",age.18.64,18,1
"Little Valley CDP, California",age.65.99,0,0
"Pala CDP, California",age.0.17,407,0.3560804899387577
"Pala CDP, California",age.18.64,639,0.5590551181102362
"Pala CDP, California",age.65.99,97,0.08486439195100612
"Westside CDP, California",age.0.17,51,0.2802197802197802
"Westside CDP, California",age.18.64,131,0.7197802197802198
"Westside CDP, California",age.65.99,0,0
"Bodega Bay CDP, California",age.0.17,0,0
"Bodega Bay CDP, California",age.18.64,358,0.48840381991814463
"Bodega Bay CDP, California",age.65.99,375,0.5115961800818554
"Boyes Hot Springs CDP, California",age.0.17,2262,0.2876764593666539
"Boyes Hot Springs CDP, California",age.18.64,4456,0.5667048200432405
"Boyes Hot Springs CDP, California",age.65.99,1145,0.14561872059010555
"Santa Rosa city, California",age.0.17,39982,0.22084866160695543
"Santa Rosa city, California",age.18.64,111859,0.6178758050795965
"Santa Rosa city, California",age.65.99,29197,0.16127553331344802
"Temelec CDP, California",age.0.17,0,0
"Temelec CDP, California",age.18.64,342,0.2186700767263427
"Temelec CDP, California",age.65.99,1222,0.7813299232736572
"Fountain Valley city, California",age.0.17,11136,0.19754488043709642
"Fountain Valley city, California",age.18.64,34423,0.6106400340594621
"Fountain Valley city, California",age.65.99,10813,0.19181508550344142
"Avenal city, California",age.0.17,3816,0.29528747194923777
"Avenal city, California",age.18.64,8505,0.6581289174340323
"Avenal city, California",age.65.99,602,0.04658361061672986
"Kettleman City CDP, California",age.0.17,484,0.34695340501792116
"Kettleman City CDP, California",age.18.64,825,0.5913978494623656
"Kettleman City CDP, California",age.65.99,86,0.06164874551971326
"Irvine city, California",age.0.17,59445,0.22389661848121672
"Irvine city, California",age.18.64,179829,0.6773169316991963
"Irvine city, California",age.65.99,26228,0.09878644981958705
"Los Alamitos city, California",age.0.17,2594,0.22308221534227726
"Los Alamitos city, California",age.18.64,7175,0.6170450636394909
"Los Alamitos city, California",age.65.99,1859,0.15987272101823186
"Newark city, California",age.0.17,9888,0.2136744748897917
"Newark city, California",age.18.64,30530,0.6597372288011064
"Newark city, California",age.65.99,5858,0.1265882963091019
"Easton CDP, California",age.0.17,621,0.2815049864007253
"Easton CDP, California",age.18.64,1298,0.5883952855847688
"Easton CDP, California",age.65.99,287,0.1300997280145059
"Kerman city, California",age.0.17,4793,0.327189569253874
"Kerman city, California",age.18.64,8218,0.5609939244999659
"Kerman city, California",age.65.99,1638,0.11181650624616014
"Raisin City CDP, California",age.0.17,125,0.3213367609254499
"Raisin City CDP, California",age.18.64,214,0.5501285347043702
"Raisin City CDP, California",age.65.99,50,0.12853470437017994
"San Jose city, California",age.0.17,233025,0.22697431861437792
"San Jose city, California",age.18.64,668462,0.6511048469889681
"San Jose city, California",age.65.99,125171,0.121920834396654
"San Martin CDP, California",age.0.17,1522,0.21711840228245363
"San Martin CDP, California",age.18.64,4333,0.6181169757489301
"San Martin CDP, California",age.65.99,1155,0.16476462196861627
"San Francisco city, California",age.0.17,116897,0.13435757272046012
"San Francisco city, California",age.18.64,621709,0.7145719067081665
"San Francisco city, California",age.65.99,131438,0.1510705205713734
"Santa Clara city, California",age.0.17,25072,0.19865461258705797
"Santa Clara city, California",age.18.64,87120,0.6902835772409258
"Santa Clara city, California",age.65.99,14017,0.11106181017201626
"Bonita CDP, California",age.0.17,2658,0.19948964274992495
"Bonita CDP, California",age.18.64,7955,0.5970429300510357
"Bonita CDP, California",age.65.99,2711,0.20346742719903932
"Harbison Canyon CDP, California",age.0.17,933,0.22093298602888942
"Harbison Canyon CDP, California",age.18.64,2612,0.6185176414870944
"Harbison Canyon CDP, California",age.65.99,678,0.1605493724840161
"Julian CDP, California",age.0.17,32,0.034408602150537634
"Julian CDP, California",age.18.64,436,0.46881720430107526
"Julian CDP, California",age.65.99,462,0.4967741935483871
"Pine Valley CDP, California",age.0.17,345,0.2067106051527861
"Pine Valley CDP, California",age.18.64,995,0.5961653684841223
"Pine Valley CDP, California",age.65.99,329,0.19712402636309168
"Ramona CDP, California",age.0.17,4445,0.21939782823297138
"Ramona CDP, California",age.18.64,13145,0.6488153998025666
"Ramona CDP, California",age.65.99,2670,0.131786771964462
"Santee city, California",age.0.17,12427,0.21569035841360756
"Santee city, California",age.18.64,36998,0.6421591599409876
"Santee city, California",age.65.99,8190,0.14215048164540484
"Vista city, California",age.0.17,25274,0.2524673352778999
"Vista city, California",age.18.64,65158,0.6508770527829943
"Vista city, California",age.65.99,9676,0.09665561193910577
"Winter Gardens CDP, California",age.0.17,5259,0.2277806652806653
"Winter Gardens CDP, California",age.18.64,14321,0.6202789327789328
"Winter Gardens CDP, California",age.65.99,3508,0.15194040194040195
"El Verano CDP, California",age.0.17,563,0.16442757009345793
"El Verano CDP, California",age.18.64,2402,0.701518691588785
"El Verano CDP, California",age.65.99,459,0.13405373831775702
"Kentfield CDP, California",age.0.17,1701,0.24545454545454545
"Kentfield CDP, California",age.18.64,3697,0.5334776334776334
"Kentfield CDP, California",age.65.99,1532,0.22106782106782108
"San Rafael city, California",age.0.17,12898,0.2188364240994927
"San Rafael city, California",age.18.64,35365,0.6000271467110063
"San Rafael city, California",age.65.99,10676,0.181136429189501
"Santa Venetia CDP, California",age.0.17,792,0.1653444676409186
"Santa Venetia CDP, California",age.18.64,2890,0.6033402922755741
"Santa Venetia CDP, California",age.65.99,1108,0.23131524008350732
"Sausalito city, California",age.0.17,621,0.08698697296540131
"Sausalito city, California",age.18.64,4549,0.6372040902087127
"Sausalito city, California",age.65.99,1969,0.275808936825886
"Stinson Beach CDP, California",age.0.17,18,0.03237410071942446
"Stinson Beach CDP, California",age.18.64,268,0.48201438848920863
"Stinson Beach CDP, California",age.65.99,270,0.4856115107913669
"Bootjack CDP, California",age.0.17,191,0.24869791666666666
"Bootjack CDP, California",age.18.64,395,0.5143229166666666
"Bootjack CDP, California",age.65.99,182,0.23697916666666666
"Hayfork CDP, California",age.0.17,342,0.1412639405204461
"Hayfork CDP, California",age.18.64,1428,0.5898389095415117
"Hayfork CDP, California",age.65.99,651,0.26889714993804215
"Lewiston CDP, California",age.0.17,147,0.10970149253731343
"Lewiston CDP, California",age.18.64,857,0.6395522388059701
"Lewiston CDP, California",age.65.99,336,0.2507462686567164
"Beaumont city, California",age.0.17,13087,0.28824086514106995
"Beaumont city, California",age.18.64,26144,0.5758209809924454
"Beaumont city, California",age.65.99,6172,0.13593815386648458
"Bermuda Dunes CDP, California",age.0.17,1512,0.22179844506381105
"Bermuda Dunes CDP, California",age.18.64,4230,0.6205075546428047
"Bermuda Dunes CDP, California",age.65.99,1075,0.15769400029338418
"Rocklin city, California",age.0.17,16482,0.2610927178544838
"Rocklin city, California",age.18.64,39347,0.6232990637920383
"Rocklin city, California",age.65.99,7298,0.11560821835347791
"Grayson CDP, California",age.0.17,408,0.3333333333333333
"Grayson CDP, California",age.18.64,755,0.6168300653594772
"Grayson CDP, California",age.65.99,61,0.049836601307189546
"Keyes CDP, California",age.0.17,1855,0.29991915925626517
"Keyes CDP, California",age.18.64,3723,0.6019401778496363
"Keyes CDP, California",age.65.99,607,0.09814066289409863
"Foresthill CDP, California",age.0.17,412,0.2664941785252264
"Foresthill CDP, California",age.18.64,829,0.536222509702458
"Foresthill CDP, California",age.65.99,305,0.19728331177231564
"Del Rio CDP, California",age.0.17,270,0.21862348178137653
"Del Rio CDP, California",age.18.64,615,0.4979757085020243
"Del Rio CDP, California",age.65.99,350,0.2834008097165992
"Granite Bay CDP, California",age.0.17,5287,0.2356165604527831
"Granite Bay CDP, California",age.18.64,12954,0.5772984535852757
"Granite Bay CDP, California",age.65.99,4198,0.18708498596194126
"Loomis town, California",age.0.17,1581,0.23411816970235452
"Loomis town, California",age.18.64,4069,0.6025470161409744
"Loomis town, California",age.65.99,1103,0.16333481415667112
"Day Valley CDP, California",age.0.17,540,0.15702239022971795
"Day Valley CDP, California",age.18.64,2005,0.5830183192788602
"Day Valley CDP, California",age.65.99,894,0.2599592904914219
"Empire CDP, California",age.0.17,945,0.25770384510499045
"Empire CDP, California",age.18.64,2265,0.6176711208071993
"Empire CDP, California",age.65.99,457,0.1246250340878102
"Three Rivers CDP, California",age.0.17,346,0.1443471005423446
"Three Rivers CDP, California",age.18.64,1361,0.5677930746766792
"Three Rivers CDP, California",age.65.99,690,0.2878598247809762
"West Modesto CDP, California",age.0.17,1953,0.33040094738622905
"West Modesto CDP, California",age.18.64,3350,0.5667399763153442
"West Modesto CDP, California",age.65.99,608,0.10285907629842667
"Dinuba city, California",age.0.17,8351,0.349838716434167
"Dinuba city, California",age.18.64,13514,0.5661262619915378
"Dinuba city, California",age.65.99,2006,0.08403502157429517
"Lemon Cove CDP, California",age.0.17,38,0.14232209737827714
"Lemon Cove CDP, California",age.18.64,90,0.33707865168539325
"Lemon Cove CDP, California",age.65.99,139,0.5205992509363296
"Traver CDP, California",age.0.17,242,0.327027027027027
"Traver CDP, California",age.18.64,426,0.5756756756756757
"Traver CDP, California",age.65.99,72,0.0972972972972973
"Woodlake city, California",age.0.17,2600,0.34049240440020956
"Woodlake city, California",age.18.64,4351,0.569800942902043
"Woodlake city, California",age.65.99,685,0.08970665269774751
"American Canyon city, California",age.0.17,5345,0.2632226928001576
"American Canyon city, California",age.18.64,12615,0.6212449522308677
"American Canyon city, California",age.65.99,2346,0.11553235496897468
"Folsom city, California",age.0.17,18679,0.24256236446037374
"Folsom city, California",age.18.64,48355,0.6279299284480632
"Folsom city, California",age.65.99,9973,0.12950770709156312
"Sacramento city, California",age.0.17,116370,0.23508568496457655
"Sacramento city, California",age.18.64,315865,0.6380969311793071
"Sacramento city, California",age.65.99,62776,0.12681738385611632
"Walnut Grove CDP, California",age.0.17,287,0.22076923076923077
"Walnut Grove CDP, California",age.18.64,827,0.6361538461538462
"Walnut Grove CDP, California",age.65.99,186,0.14307692307692307
"Avery CDP, California",age.0.17,135,0.24150268336314848
"Avery CDP, California",age.18.64,250,0.4472271914132379
"Avery CDP, California",age.65.99,174,0.3112701252236136
"Valley Springs CDP, California",age.0.17,492,0.14352392065344224
"Valley Springs CDP, California",age.18.64,2128,0.6207701283547258
"Valley Springs CDP, California",age.65.99,808,0.23570595099183198
"Watsonville city, California",age.0.17,16361,0.3051514473291555
"Watsonville city, California",age.18.64,32136,0.599373321396598
"Watsonville city, California",age.65.99,5119,0.0954752312742465
"Earlimart CDP, California",age.0.17,2994,0.34061433447098977
"Earlimart CDP, California",age.18.64,5214,0.5931740614334471
"Earlimart CDP, California",age.65.99,582,0.06621160409556313
"East Orosi CDP, California",age.0.17,346,0.362303664921466
"East Orosi CDP, California",age.18.64,579,0.606282722513089
"East Orosi CDP, California",age.65.99,30,0.031413612565445025
"Lindsay city, California",age.0.17,4478,0.33842200725513905
"Lindsay city, California",age.18.64,7461,0.563860338573156
"Lindsay city, California",age.65.99,1293,0.09771765417170496
"Pixley CDP, California",age.0.17,1600,0.4214963119072708
"Pixley CDP, California",age.18.64,1931,0.5086933614330874
"Pixley CDP, California",age.65.99,265,0.06981032665964172
"Terra Bella CDP, California",age.0.17,1014,0.3069007263922518
"Terra Bella CDP, California",age.18.64,1993,0.6032082324455206
"Terra Bella CDP, California",age.65.99,297,0.0898910411622276
"Tulare city, California",age.0.17,20406,0.32473980712307837
"Tulare city, California",age.18.64,36730,0.5845189216716
"Tulare city, California",age.65.99,5702,0.09074127120532162
"Arbuckle CDP, California",age.0.17,1161,0.3193069306930693
"Arbuckle CDP, California",age.18.64,2154,0.5924092409240924
"Arbuckle CDP, California",age.65.99,321,0.08828382838283828
"Lenwood CDP, California",age.0.17,1576,0.4057672502574665
"Lenwood CDP, California",age.18.64,2055,0.5290937178166838
"Lenwood CDP, California",age.65.99,253,0.06513903192584963
"Montclair city, California",age.0.17,10155,0.2612890775762254
"Montclair city, California",age.18.64,24709,0.6357648269651357
"Montclair city, California",age.65.99,4001,0.10294609545863888
"Mountain View Acres CDP, California",age.0.17,1454,0.34131455399061034
"Mountain View Acres CDP, California",age.18.64,2277,0.5345070422535211
"Mountain View Acres CDP, California",age.65.99,529,0.12417840375586854
"San Antonio Heights CDP, California",age.0.17,418,0.13777191825972313
"San Antonio Heights CDP, California",age.18.64,2024,0.6671061305207646
"San Antonio Heights CDP, California",age.65.99,592,0.1951219512195122
"Twentynine Palms city, California",age.0.17,6926,0.2652725113945383
"Twentynine Palms city, California",age.18.64,17587,0.6735991420582941
"Twentynine Palms city, California",age.65.99,1596,0.061128346547167645
"Lompoc city, California",age.0.17,11857,0.2725058031302429
"Lompoc city, California",age.18.64,26791,0.6157293557950863
"Lompoc city, California",age.65.99,4863,0.11176484107467077
"Solvang city, California",age.0.17,1183,0.20631321939309383
"Solvang city, California",age.18.64,3261,0.5687129403557726
"Solvang city, California",age.65.99,1290,0.2249738402511336
"Vandenberg Village CDP, California",age.0.17,1637,0.20824322605266504
"Vandenberg Village CDP, California",age.18.64,4813,0.6122630708561252
"Vandenberg Village CDP, California",age.65.99,1411,0.17949370309120977
"Foothill Farms CDP, California",age.0.17,8676,0.2570742836824795
"Foothill Farms CDP, California",age.18.64,21770,0.6450561498118462
"Foothill Farms CDP, California",age.65.99,3303,0.09786956650567424
"North Highlands CDP, California",age.0.17,13824,0.28230681261231827
"North Highlands CDP, California",age.18.64,29969,0.6120119261558569
"North Highlands CDP, California",age.65.99,5175,0.10568126123182486
"La Crescenta-Montrose CDP, California",age.0.17,4295,0.22025641025641027
"La Crescenta-Montrose CDP, California",age.18.64,12082,0.6195897435897436
"La Crescenta-Montrose CDP, California",age.65.99,3123,0.16015384615384615
"La Habra Heights city, California",age.0.17,855,0.15883336429500278
"La Habra Heights city, California",age.18.64,3008,0.5587962102916589
"La Habra Heights city, California",age.65.99,1520,0.2823704254133383
"Lakewood city, California",age.0.17,17658,0.2186180683661215
"Lakewood city, California",age.18.64,52368,0.6483515123002067
"Lakewood city, California",age.65.99,10745,0.13303041933367174
"Malibu city, California",age.0.17,1962,0.152732368052312
"Malibu city, California",age.18.64,7772,0.6050132336914215
"Malibu city, California",age.65.99,3112,0.24225439825626655
"Rancho Palos Verdes city, California",age.0.17,9237,0.21851860613659482
"Rancho Palos Verdes city, California",age.18.64,22252,0.5264129071940574
"Rancho Palos Verdes city, California",age.65.99,10782,0.2550684866693478
"Soquel CDP, California",age.0.17,2401,0.22104584791014545
"Soquel CDP, California",age.18.64,6892,0.6345056159086724
"Soquel CDP, California",age.65.99,1569,0.1444485361811821
"East Oakdale CDP, California",age.0.17,583,0.17434210526315788
"East Oakdale CDP, California",age.18.64,1903,0.569078947368421
"East Oakdale CDP, California",age.65.99,858,0.2565789473684211
"Aliso Viejo city, California",age.0.17,12549,0.24642120765832107
"Aliso Viejo city, California",age.18.64,34157,0.6707314678448699
"Aliso Viejo city, California",age.65.99,4219,0.08284732449680904
"Elk Grove city, California",age.0.17,44501,0.2640961881984297
"Elk Grove city, California",age.18.64,103909,0.6166596440419458
"Elk Grove city, California",age.65.99,20093,0.11924416775962446
"Goleta city, California",age.0.17,6254,0.2031178954205911
"Goleta city, California",age.18.64,19373,0.6291977914907437
"Goleta city, California",age.65.99,5163,0.16768431308866516
"Yountville city, California",age.0.17,197,0.06606304493628437
"Yountville city, California",age.18.64,1273,0.42689470154258885
"Yountville city, California",age.65.99,1512,0.5070422535211268
"Moraga town, California",age.0.17,3668,0.21082883090010346
"Moraga town, California",age.18.64,10022,0.5760432233590068
"Moraga town, California",age.65.99,3708,0.21312794574088975
"Rancho Cordova city, California",age.0.17,17492,0.24275563450649496
"Rancho Cordova city, California",age.18.64,46136,0.6402797823914733
"Rancho Cordova city, California",age.65.99,8428,0.11696458310203176
"Menifee city, California",age.0.17,21882,0.2472123368920522
"Menifee city, California",age.18.64,50454,0.5700050838840874
"Menifee city, California",age.65.99,16179,0.18278257922386038
"Wildomar city, California",age.0.17,9109,0.25189425363641393
"Wildomar city, California",age.18.64,22519,0.6227255129694154
"Wildomar city, California",age.65.99,4534,0.12538023339417068
"North Tustin CDP, California",age.0.17,4871,0.19691946959896506
"North Tustin CDP, California",age.18.64,14042,0.5676746442432082
"North Tustin CDP, California",age.65.99,5823,0.23540588615782665
"Orosi CDP, California",age.0.17,2270,0.3050665233167585
"Orosi CDP, California",age.18.64,4539,0.6099986560946109
"Orosi CDP, California",age.65.99,632,0.08493482058863056
"Angels city, California",age.0.17,609,0.15980057727630542
"Angels city, California",age.18.64,2008,0.5268958278667016
"Angels city, California",age.65.99,1194,0.31330359485699294
"Malaga CDP, California",age.0.17,438,0.3275991024682124
"Malaga CDP, California",age.18.64,778,0.5818997756170531
"Malaga CDP, California",age.65.99,121,0.09050112191473449
"La Cañada Flintridge city, California",age.0.17,5115,0.251055266516148
"La Cañada Flintridge city, California",age.18.64,11521,0.5654756061647197
"La Cañada Flintridge city, California",age.65.99,3738,0.18346912731913223
"Kenwood CDP, California",age.0.17,47,0.05875
"Kenwood CDP, California",age.18.64,519,0.64875
"Kenwood CDP, California",age.65.99,234,0.2925
"Ladera CDP, California",age.0.17,447,0.3051194539249147
"Ladera CDP, California",age.18.64,691,0.47167235494880544
"Ladera CDP, California",age.65.99,327,0.22320819112627988
"Keswick CDP, California",age.0.17,124,0.28837209302325584
"Keswick CDP, California",age.18.64,222,0.5162790697674419
"Keswick CDP, California",age.65.99,84,0.19534883720930232
"Kingvale CDP, California",age.0.17,8,0.1095890410958904
"Kingvale CDP, California",age.18.64,65,0.8904109589041096
"Kingvale CDP, California",age.65.99,0,0
"Knights Landing CDP, California",age.0.17,165,0.189873417721519
"Knights Landing CDP, California",age.18.64,489,0.5627157652474108
"Knights Landing CDP, California",age.65.99,215,0.2474108170310702
"Ladera Ranch CDP, California",age.0.17,10941,0.3612321711568938
"Ladera Ranch CDP, California",age.18.64,17333,0.5722728473322768
"Ladera Ranch CDP, California",age.65.99,2014,0.06649498151082937
"La Honda CDP, California",age.0.17,66,0.09282700421940929
"La Honda CDP, California",age.18.64,467,0.6568213783403657
"La Honda CDP, California",age.65.99,178,0.25035161744022505
"Lake California CDP, California",age.0.17,839,0.25571472112160926
"Lake California CDP, California",age.18.64,1710,0.521182566290765
"Lake California CDP, California",age.65.99,732,0.22310271258762573
"Lake City CDP, California",age.0.17,0,0
"Lake City CDP, California",age.18.64,0,0
"Lake City CDP, California",age.65.99,59,1
"Lake Don Pedro CDP, California",age.0.17,173,0.1679611650485437
"Lake Don Pedro CDP, California",age.18.64,542,0.5262135922330097
"Lake Don Pedro CDP, California",age.65.99,315,0.3058252427184466
"Lakehead CDP, California",age.0.17,118,0.1912479740680713
"Lakehead CDP, California",age.18.64,339,0.5494327390599676
"Lakehead CDP, California",age.65.99,160,0.2593192868719611
"Lake Hughes CDP, California",age.0.17,80,0.1362862010221465
"Lake Hughes CDP, California",age.18.64,367,0.6252129471890971
"Lake Hughes CDP, California",age.65.99,140,0.23850085178875638
"Lake Mathews CDP, California",age.0.17,1903,0.2778913551401869
"Lake Mathews CDP, California",age.18.64,4193,0.6122955607476636
"Lake Mathews CDP, California",age.65.99,752,0.10981308411214953
"Lake Riverside CDP, California",age.0.17,263,0.25071496663489035
"Lake Riverside CDP, California",age.18.64,536,0.5109628217349858
"Lake Riverside CDP, California",age.65.99,250,0.23832221163012393
"Lake Sherwood CDP, California",age.0.17,362,0.19727520435967302
"Lake Sherwood CDP, California",age.18.64,993,0.5411444141689373
"Lake Sherwood CDP, California",age.65.99,480,0.2615803814713896
"La Selva Beach CDP, California",age.0.17,600,0.2056907781967775
"La Selva Beach CDP, California",age.18.64,1623,0.5563935550222832
"La Selva Beach CDP, California",age.65.99,694,0.2379156667809393
"Las Flores CDP (Orange County), California",age.0.17,1860,0.3164880040837162
"Las Flores CDP (Orange County), California",age.18.64,3810,0.6482899438489025
"Las Flores CDP (Orange County), California",age.65.99,207,0.03522205206738132
"Yosemite Valley CDP, California",age.0.17,57,0.051351351351351354
"Yosemite Valley CDP, California",age.18.64,956,0.8612612612612612
